,ID,UPDATE,STATUS,MOTIVE,INTEREST_RATE,AMOUNT,CAT,TXN,CP,DELIVERY_SCORE
7709,3066,26/04/2021 23:38,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7710,3066,28/04/2021 14:48,APPROVED,PLASTIC,36,9000,43,NULL,NULL,NULL
7711,3066,03/05/2021 20:23,DELIVERED,NULL,NULL,NULL,NULL,NULL,64000,1
7712,3066,09/07/2021 05:28,NULL,NULL,NULL,NULL,NULL,48.96591198,NULL,NULL
7713,3066,31/07/2021 09:44,NULL,NULL,NULL,NULL,NULL,2042.727269,NULL,NULL
7714,3066,31/08/2021 18:00,NULL,NULL,NULL,NULL,NULL,670.0738358,NULL,NULL
7715,3066,24/09/2021 18:03,NULL,NULL,NULL,NULL,NULL,19.44385867,NULL,NULL
7716,3067,12/03/2021 22:41,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7717,3067,15/03/2021 11:07,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7718,3067,21/03/2021 20:00,REJECTED,USAGE,NULL,NULL,NULL,NULL,NULL,NULL
7719,3069,03/09/2021 22:29,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7720,3069,05/09/2021 22:12,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7721,3069,11/09/2021 12:18,REJECTED,USAGE,NULL,NULL,NULL,NULL,NULL,NULL
7722,3070,04/02/2021 03:14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7723,3071,06/07/2021 17:40,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7724,3071,12/07/2021 00:46,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7725,3071,13/07/2021 03:29,APPROVED,PLASTIC,32,6600,39,NULL,NULL,NULL
7726,3071,25/07/2021 22:25,DELIVERED,NULL,NULL,NULL,NULL,NULL,53100,3
7727,3071,10/08/2021 16:19,NULL,NULL,NULL,NULL,NULL,3831.690263,NULL,NULL
7728,3072,18/08/2021 21:32,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7729,3072,19/08/2021 19:09,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7730,3072,25/08/2021 14:45,APPROVED,DIGITAL,38,35300,47,NULL,NULL,NULL
7731,3072,31/08/2021 23:26,NULL,NULL,NULL,NULL,NULL,48.33698599,NULL,NULL
7732,3072,12/09/2021 04:53,NULL,NULL,NULL,NULL,NULL,53.29431805,NULL,NULL
7733,3072,20/09/2021 16:39,NULL,NULL,NULL,NULL,NULL,651.9185549,NULL,NULL
7734,3072,15/10/2021 21:09,NULL,NULL,NULL,NULL,NULL,347.4351824,NULL,NULL
7735,3073,20/08/2021 09:38,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7736,3073,23/08/2021 00:30,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7737,3073,23/08/2021 05:46,APPROVED,PLASTIC,30,18700,33,NULL,NULL,NULL
7738,3073,30/08/2021 04:43,DELIVERED,NULL,NULL,NULL,NULL,NULL,53100,3
7739,3073,10/10/2021 18:02,NULL,NULL,NULL,NULL,NULL,757.2736248,NULL,NULL
7740,3073,20/10/2021 06:59,NULL,NULL,NULL,NULL,NULL,389.8036533,NULL,NULL
7741,3073,21/10/2021 02:46,NULL,NULL,NULL,NULL,NULL,179.9584354,NULL,NULL
7742,3073,21/10/2021 05:26,NULL,NULL,NULL,NULL,NULL,5.855541001,NULL,NULL
7743,3073,21/10/2021 10:09,NULL,NULL,NULL,NULL,NULL,692.6963875,NULL,NULL
7744,3075,05/02/2021 11:45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7745,3077,04/07/2021 16:43,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7746,3078,24/02/2021 23:45,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7747,3078,26/02/2021 21:46,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7748,3078,27/02/2021 20:39,REJECTED,MOP,NULL,NULL,NULL,NULL,NULL,NULL
7749,3081,16/02/2021 05:11,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7750,3081,19/02/2021 14:58,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7751,3081,24/02/2021 04:29,APPROVED,DIGITAL,41,4200,30,NULL,NULL,NULL
7752,3081,05/05/2021 15:07,NULL,NULL,NULL,NULL,NULL,8.477906244,NULL,NULL
7753,3082,03/04/2021 04:16,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7754,3082,07/04/2021 02:29,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7755,3082,12/04/2021 04:09,APPROVED,PLASTIC,37,56500,43,NULL,NULL,NULL
7756,3082,23/04/2021 15:47,DELIVERED,NULL,NULL,NULL,NULL,NULL,44100,3
7757,3082,06/10/2021 00:45,NULL,NULL,NULL,NULL,NULL,117.356408,NULL,NULL
7758,3082,09/10/2021 00:04,NULL,NULL,NULL,NULL,NULL,1111.657796,NULL,NULL
7759,3082,15/10/2021 00:41,NULL,NULL,NULL,NULL,NULL,518.2916723,NULL,NULL
7760,3082,20/10/2021 19:17,NULL,NULL,NULL,NULL,NULL,191.3193516,NULL,NULL
7761,3082,21/10/2021 19:19,NULL,NULL,NULL,NULL,NULL,1314.498025,NULL,NULL
7762,3083,21/04/2021 09:32,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7763,3083,21/04/2021 12:21,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7764,3083,23/04/2021 19:37,APPROVED,PLASTIC,34,48100,41,NULL,NULL,NULL
7765,3083,01/05/2021 06:30,DELIVERED,NULL,NULL,NULL,NULL,NULL,44100,2
7766,3083,30/05/2021 11:38,NULL,NULL,NULL,NULL,NULL,182.629679,NULL,NULL
7767,3083,15/08/2021 15:09,NULL,NULL,NULL,NULL,NULL,58.00335145,NULL,NULL
7768,3083,05/10/2021 04:28,NULL,NULL,NULL,NULL,NULL,2741.850302,NULL,NULL
7769,3083,13/10/2021 10:32,NULL,NULL,NULL,NULL,NULL,459.8668887,NULL,NULL
7770,3083,19/10/2021 11:31,NULL,NULL,NULL,NULL,NULL,10221.33262,NULL,NULL
7771,3084,14/01/2021 10:09,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7772,3084,21/01/2021 07:06,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7773,3084,25/01/2021 04:08,REJECTED,INCOME,NULL,NULL,NULL,NULL,NULL,NULL
7774,3085,21/07/2021 19:07,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7775,3085,24/07/2021 10:12,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7776,3085,30/07/2021 20:07,APPROVED,PLASTIC,37,3700,40,NULL,NULL,NULL
7777,3085,08/08/2021 18:50,DELIVERED,NULL,NULL,NULL,NULL,NULL,53100,1
7778,3087,10/02/2021 03:57,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7779,3087,16/02/2021 09:23,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7780,3087,19/02/2021 04:33,REJECTED,USAGE,NULL,NULL,NULL,NULL,NULL,NULL
7781,3089,12/03/2021 06:24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7782,3090,02/06/2021 06:20,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7783,3090,07/06/2021 18:02,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7784,3090,12/06/2021 10:15,APPROVED,PLASTIC,49,6400,32,NULL,NULL,NULL
7785,3090,15/06/2021 09:14,DELIVERED,NULL,NULL,NULL,NULL,NULL,44100,1
7786,3090,30/08/2021 19:13,NULL,NULL,NULL,NULL,NULL,2247.376219,NULL,NULL
7787,3091,11/02/2021 04:33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7788,3092,13/07/2021 09:42,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7789,3092,18/07/2021 10:15,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7790,3092,22/07/2021 23:49,APPROVED,DIGITAL,36,9000,32,NULL,NULL,NULL
7791,3092,02/08/2021 14:31,NULL,NULL,NULL,NULL,NULL,65.02414781,NULL,NULL
7792,3092,24/09/2021 05:48,NULL,NULL,NULL,NULL,NULL,5115.097347,NULL,NULL
7793,3092,02/10/2021 13:05,NULL,NULL,NULL,NULL,NULL,2466.276427,NULL,NULL
7794,3092,18/10/2021 19:25,NULL,NULL,NULL,NULL,NULL,90.46022642,NULL,NULL
7795,3092,21/10/2021 09:03,NULL,NULL,NULL,NULL,NULL,56.94580193,NULL,NULL
7796,3093,30/09/2021 13:19,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7797,3093,04/10/2021 03:14,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7798,3093,09/10/2021 01:30,APPROVED,PLASTIC,47,5000,37,NULL,NULL,NULL
7799,3093,20/10/2021 14:45,DELIVERED,NULL,NULL,NULL,NULL,NULL,44100,1
7800,3093,21/10/2021 14:38,NULL,NULL,NULL,NULL,NULL,2831.775965,NULL,NULL
7801,3093,21/10/2021 21:24,NULL,NULL,NULL,NULL,NULL,1339.816932,NULL,NULL
7802,3095,03/07/2021 05:48,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7803,3099,07/01/2021 02:40,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7804,3099,10/01/2021 16:00,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7805,3099,11/01/2021 00:45,APPROVED,PLASTIC,31,1900,34,NULL,NULL,NULL
7806,3099,16/01/2021 20:55,DELIVERED,NULL,NULL,NULL,NULL,NULL,44620,2
7807,3099,20/04/2021 12:57,NULL,NULL,NULL,NULL,NULL,9201.402997,NULL,NULL
7808,3100,21/03/2021 22:04,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7809,3100,27/03/2021 09:16,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7810,3100,30/03/2021 05:30,APPROVED,PLASTIC,34,7100,46,NULL,NULL,NULL
7811,3100,03/04/2021 11:45,DELIVERED,NULL,NULL,NULL,NULL,NULL,44100,1
7812,3100,15/04/2021 02:29,NULL,NULL,NULL,NULL,NULL,58.8826989,NULL,NULL
7813,3101,04/08/2021 12:03,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7814,3101,09/08/2021 12:54,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7815,3101,10/08/2021 13:12,APPROVED,DIGITAL,36,39100,32,NULL,NULL,NULL
7816,3101,19/09/2021 22:50,NULL,NULL,NULL,NULL,NULL,17.75858274,NULL,NULL
7817,3101,24/09/2021 03:02,NULL,NULL,NULL,NULL,NULL,3145.957674,NULL,NULL
7818,3101,21/10/2021 07:46,NULL,NULL,NULL,NULL,NULL,226.7418141,NULL,NULL
7819,3102,18/02/2021 18:23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7820,3103,16/01/2021 09:47,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7821,3104,19/10/2021 06:41,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7822,3104,22/10/2021 16:35,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7823,3104,23/10/2021 16:53,REJECTED,INCOME,NULL,NULL,NULL,NULL,NULL,NULL
7824,3105,12/04/2021 11:33,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7825,3105,16/04/2021 07:04,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7826,3105,20/04/2021 20:20,APPROVED,PLASTIC,30,7900,46,NULL,NULL,NULL
7827,3105,24/04/2021 17:23,DELIVERED,NULL,NULL,NULL,NULL,NULL,44620,2
7828,3105,14/10/2021 11:03,NULL,NULL,NULL,NULL,NULL,6067.090579,NULL,NULL
7829,3106,27/09/2021 08:56,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7830,3106,30/09/2021 18:05,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7831,3106,05/10/2021 05:08,APPROVED,DIGITAL,30,9300,37,NULL,NULL,NULL
7832,3107,15/05/2021 19:38,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7833,3107,20/05/2021 00:24,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7834,3107,23/05/2021 20:09,APPROVED,DIGITAL,42,59800,37,NULL,NULL,NULL
7835,3107,20/06/2021 06:23,NULL,NULL,NULL,NULL,NULL,318.5684448,NULL,NULL
7836,3107,27/09/2021 08:47,NULL,NULL,NULL,NULL,NULL,912.7108418,NULL,NULL
7837,3107,03/10/2021 21:14,NULL,NULL,NULL,NULL,NULL,2111.67272,NULL,NULL
7838,3107,11/10/2021 05:39,NULL,NULL,NULL,NULL,NULL,224.9548563,NULL,NULL
7839,3114,22/03/2021 06:26,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7840,3114,27/03/2021 00:40,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7841,3114,01/04/2021 03:52,APPROVED,DIGITAL,30,6600,48,NULL,NULL,NULL
7842,3115,30/06/2021 21:44,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7843,3117,15/08/2021 17:58,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7844,3117,21/08/2021 15:49,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7845,3117,22/08/2021 06:47,APPROVED,DIGITAL,34,6900,36,NULL,NULL,NULL
7846,3117,20/09/2021 03:44,NULL,NULL,NULL,NULL,NULL,9006.911671,NULL,NULL
7847,3117,25/09/2021 08:09,NULL,NULL,NULL,NULL,NULL,32.52174818,NULL,NULL
7848,3117,20/10/2021 17:14,NULL,NULL,NULL,NULL,NULL,16.60976839,NULL,NULL
7849,3118,20/03/2021 17:25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7850,3119,17/03/2021 18:09,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7851,3119,19/03/2021 00:20,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7852,3119,20/03/2021 22:25,APPROVED,PLASTIC,35,25800,32,NULL,NULL,NULL
7853,3119,28/03/2021 05:57,DELIVERED,NULL,NULL,NULL,NULL,NULL,44100,3
7854,3119,20/09/2021 20:47,NULL,NULL,NULL,NULL,NULL,1191.400789,NULL,NULL
7855,3119,16/10/2021 10:17,NULL,NULL,NULL,NULL,NULL,1585.794537,NULL,NULL
7856,3119,17/10/2021 05:39,NULL,NULL,NULL,NULL,NULL,157.1035967,NULL,NULL
7857,3120,02/02/2021 14:13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7858,3121,26/04/2021 05:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7859,3122,11/07/2021 06:22,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7860,3122,16/07/2021 16:02,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7861,3122,19/07/2021 03:59,APPROVED,DIGITAL,34,6300,43,NULL,NULL,NULL
7862,3122,22/08/2021 11:41,NULL,NULL,NULL,NULL,NULL,4662.616329,NULL,NULL
7863,3122,01/10/2021 12:30,NULL,NULL,NULL,NULL,NULL,13399.14575,NULL,NULL
7864,3122,02/10/2021 16:03,NULL,NULL,NULL,NULL,NULL,927.6160573,NULL,NULL
7865,3122,11/10/2021 10:53,NULL,NULL,NULL,NULL,NULL,411.0184008,NULL,NULL
7866,3126,03/10/2021 02:51,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7867,3126,09/10/2021 06:56,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7868,3126,11/10/2021 01:04,APPROVED,DIGITAL,31,10800,46,NULL,NULL,NULL
7869,3126,13/10/2021 11:44,NULL,NULL,NULL,NULL,NULL,1760.366152,NULL,NULL
7870,3126,17/10/2021 04:55,NULL,NULL,NULL,NULL,NULL,55.78002234,NULL,NULL
7871,3126,21/10/2021 20:31,NULL,NULL,NULL,NULL,NULL,195.9407317,NULL,NULL
7872,3127,21/08/2021 21:57,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7873,3127,23/08/2021 17:36,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7874,3127,26/08/2021 17:20,REJECTED,EMPTY,NULL,NULL,NULL,NULL,NULL,NULL
7875,3128,16/05/2021 22:45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7876,3129,12/01/2021 13:46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7877,3130,31/08/2021 22:48,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7878,3130,04/09/2021 04:28,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7879,3130,08/09/2021 08:06,REJECTED,USAGE,NULL,NULL,NULL,NULL,NULL,NULL
7880,3131,04/03/2021 00:51,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7881,3132,24/09/2021 09:36,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7882,3132,25/09/2021 03:24,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7883,3132,27/09/2021 18:13,REJECTED,EMPTY,NULL,NULL,NULL,NULL,NULL,NULL
7884,3133,02/09/2021 12:01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7885,3134,30/01/2021 11:56,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7886,3134,05/02/2021 00:24,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7887,3134,09/02/2021 01:59,APPROVED,PLASTIC,31,9100,36,NULL,NULL,NULL
7888,3134,16/02/2021 12:39,DELIVERED,NULL,NULL,NULL,NULL,NULL,53100,1
7889,3134,08/07/2021 10:01,NULL,NULL,NULL,NULL,NULL,28.4725938,NULL,NULL
7890,3134,12/08/2021 15:45,NULL,NULL,NULL,NULL,NULL,870.5146967,NULL,NULL
7891,3134,15/10/2021 22:21,NULL,NULL,NULL,NULL,NULL,1905.993589,NULL,NULL
7892,3134,16/10/2021 08:49,NULL,NULL,NULL,NULL,NULL,40.78903979,NULL,NULL
7893,3135,20/04/2021 20:14,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7894,3135,25/04/2021 19:35,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7895,3135,28/04/2021 02:29,APPROVED,DIGITAL,43,23700,30,NULL,NULL,NULL
7896,3135,24/06/2021 10:07,NULL,NULL,NULL,NULL,NULL,30.44613356,NULL,NULL
7897,3135,14/10/2021 22:44,NULL,NULL,NULL,NULL,NULL,311.612404,NULL,NULL
7898,3138,26/03/2021 09:04,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7899,3138,26/03/2021 20:08,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7900,3138,30/03/2021 21:21,REJECTED,USAGE,NULL,NULL,NULL,NULL,NULL,NULL
7901,3139,08/10/2021 20:21,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7902,3139,15/10/2021 01:25,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7903,3139,21/10/2021 06:49,REJECTED,INCOME,NULL,NULL,NULL,NULL,NULL,NULL
7904,3140,19/08/2021 09:49,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7905,3140,24/08/2021 12:00,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7906,3140,27/08/2021 19:26,REJECTED,MOP,NULL,NULL,NULL,NULL,NULL,NULL
7907,3143,07/01/2021 10:32,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7908,3143,09/01/2021 11:50,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7909,3143,12/01/2021 01:34,APPROVED,PLASTIC,35,6500,44,NULL,NULL,NULL
7910,3143,23/01/2021 06:02,DELIVERED,NULL,NULL,NULL,NULL,NULL,11560,4
7911,3143,13/07/2021 19:56,NULL,NULL,NULL,NULL,NULL,69.01724048,NULL,NULL
7912,3143,13/08/2021 05:21,NULL,NULL,NULL,NULL,NULL,41.28637428,NULL,NULL
7913,3143,30/08/2021 03:13,NULL,NULL,NULL,NULL,NULL,2149.970672,NULL,NULL
7914,3143,07/09/2021 15:35,NULL,NULL,NULL,NULL,NULL,195.9120542,NULL,NULL
7915,3143,24/09/2021 11:24,NULL,NULL,NULL,NULL,NULL,366.7482335,NULL,NULL
7916,3145,16/02/2021 04:50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7917,3146,30/05/2021 05:56,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7918,3148,20/04/2021 19:53,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7919,3149,03/07/2021 23:08,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7920,3150,20/06/2021 04:51,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7921,3150,25/06/2021 03:56,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7922,3150,30/06/2021 16:27,REJECTED,USAGE,NULL,NULL,NULL,NULL,NULL,NULL
7923,3151,23/05/2021 11:32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7924,3156,20/01/2021 17:59,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7925,3156,23/01/2021 23:14,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7926,3156,27/01/2021 14:29,APPROVED,PLASTIC,30,1900,32,NULL,NULL,NULL
7927,3156,06/02/2021 14:34,DELIVERED,NULL,NULL,NULL,NULL,NULL,53100,1
7928,3156,18/08/2021 03:21,NULL,NULL,NULL,NULL,NULL,1341.084204,NULL,NULL
7929,3156,04/09/2021 21:13,NULL,NULL,NULL,NULL,NULL,1698.284334,NULL,NULL
7930,3156,21/09/2021 14:25,NULL,NULL,NULL,NULL,NULL,2587.429193,NULL,NULL
7931,3156,20/10/2021 14:39,NULL,NULL,NULL,NULL,NULL,11.91308424,NULL,NULL
7932,3156,20/10/2021 19:25,NULL,NULL,NULL,NULL,NULL,5.554295725,NULL,NULL
7933,3159,09/06/2021 13:58,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7934,3159,09/06/2021 15:07,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7935,3159,14/06/2021 23:04,APPROVED,PLASTIC,33,16800,35,NULL,NULL,NULL
7936,3159,25/06/2021 18:03,DELIVERED,NULL,NULL,NULL,NULL,NULL,53100,1
7937,3159,13/09/2021 01:26,NULL,NULL,NULL,NULL,NULL,497.0470633,NULL,NULL
7938,3159,14/10/2021 21:17,NULL,NULL,NULL,NULL,NULL,3798.033787,NULL,NULL
7939,3159,17/10/2021 06:19,NULL,NULL,NULL,NULL,NULL,44.08278655,NULL,NULL
7940,3159,21/10/2021 17:56,NULL,NULL,NULL,NULL,NULL,899.9639017,NULL,NULL
7941,3160,16/09/2021 09:44,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7942,3160,22/09/2021 12:10,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7943,3160,27/09/2021 10:01,APPROVED,PLASTIC,36,10100,41,NULL,NULL,NULL
7944,3160,10/10/2021 12:12,DELIVERED,NULL,NULL,NULL,NULL,NULL,64000,2
7945,3160,11/10/2021 00:29,NULL,NULL,NULL,NULL,NULL,597.2943374,NULL,NULL
7946,3160,19/10/2021 04:26,NULL,NULL,NULL,NULL,NULL,646.4398622,NULL,NULL
7947,3162,19/04/2021 12:58,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7948,3164,18/07/2021 17:31,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7949,3164,22/07/2021 18:25,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7950,3164,22/07/2021 21:16,REJECTED,MOP,NULL,NULL,NULL,NULL,NULL,NULL
7951,3165,23/08/2021 13:23,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7952,3165,28/08/2021 08:44,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7953,3165,02/09/2021 01:36,APPROVED,PLASTIC,37,5800,43,NULL,NULL,NULL
7954,3165,11/09/2021 01:12,DELIVERED,NULL,NULL,NULL,NULL,NULL,11560,2
7955,3166,25/05/2021 22:17,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7956,3166,01/06/2021 00:25,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7957,3166,01/06/2021 20:22,REJECTED,INCOME,NULL,NULL,NULL,NULL,NULL,NULL
7958,3170,11/08/2021 07:25,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7959,3170,14/08/2021 09:51,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7960,3170,20/08/2021 11:19,REJECTED,USAGE,NULL,NULL,NULL,NULL,NULL,NULL
7961,3171,24/07/2021 04:29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7962,3174,23/04/2021 00:32,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7963,3174,26/04/2021 12:33,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7964,3174,02/05/2021 12:02,APPROVED,PLASTIC,35,700,35,NULL,NULL,NULL
7965,3174,15/05/2021 15:05,DELIVERED,NULL,NULL,NULL,NULL,NULL,44100,2
7966,3174,05/08/2021 03:08,NULL,NULL,NULL,NULL,NULL,2766.823927,NULL,NULL
7967,3175,25/02/2021 14:03,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7968,3175,01/03/2021 17:44,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7969,3175,07/03/2021 11:39,APPROVED,DIGITAL,43,3000,34,NULL,NULL,NULL
7970,3175,30/09/2021 09:05,NULL,NULL,NULL,NULL,NULL,1190.340933,NULL,NULL
7971,3175,12/10/2021 07:41,NULL,NULL,NULL,NULL,NULL,10.83226027,NULL,NULL
7972,3175,14/10/2021 09:31,NULL,NULL,NULL,NULL,NULL,9048.954147,NULL,NULL
7973,3175,14/10/2021 09:52,NULL,NULL,NULL,NULL,NULL,182.4787273,NULL,NULL
7974,3176,19/01/2021 11:51,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7975,3177,05/02/2021 14:12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7976,3178,06/07/2021 17:56,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7977,3178,08/07/2021 18:39,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7978,3178,09/07/2021 14:11,REJECTED,MOP,NULL,NULL,NULL,NULL,NULL,NULL
7979,3179,07/04/2021 15:21,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7980,3179,10/04/2021 11:33,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7981,3179,16/04/2021 09:27,APPROVED,PLASTIC,36,40900,35,NULL,NULL,NULL
7982,3179,23/04/2021 04:03,DELIVERED,NULL,NULL,NULL,NULL,NULL,53100,2
7983,3179,20/10/2021 05:14,NULL,NULL,NULL,NULL,NULL,708.0647135,NULL,NULL
7984,3179,20/10/2021 05:42,NULL,NULL,NULL,NULL,NULL,24.30196283,NULL,NULL
7985,3179,21/10/2021 02:07,NULL,NULL,NULL,NULL,NULL,706.5768446,NULL,NULL
